NAME,median age male,median age female,total travel time to work,travel time to work: less than 5 minutes,travel time to work: 5 to 9 minutes,travel time to work: 10 to 14 minutes,travel time to work: 15 to 19 minutes,travel time to work: 20 to 24 minutes,travel time to work: 25 to 29 minutes,travel time to work: 30 to 34 minutes,travel time to work: 35 to 39 minutes,travel time to work: 40 to 44 minutes,travel time to work: 45 to 59 minutes,travel time to work: 60 to 89 minutes,travel time to work: 90 or more minutes,own children under 18 years by family type and age,total household type,household type: married-couple family,"household type: male householder, no wife present","household type: female householder, no husband present",household type: householder living alone,household type: householder not living alone,total male over 15years,male never married,male now married,male widowed,male divorced,total female over 15 years,female never married,female now married,female widowed,female divorced,women who had a birth in the past 12 months,male no schooling completed,male high school graduate (includes equivalency),male bachelor's degree,male master's degree,male doctorate degree,female no schooling completed,female high school graduate (includes equivalency),female bachelor's degree,female master's degree,female doctorate degree,total income in the past 12 months,total income in the past 12 months at or above poverty level,total income in the past 12 months below poverty level,median household income in the past 12 months (in 2018 inflation-adjusted dollars),total household in the past 12 months with/without public assist or stamps,household with cash public assistance or food stamps/snap in the past year,gini index,per capita income in the past 12 months (in 2018 inflation-adjusted dollars),mean usual hours worked male,mean usual hours worked female,total employment status 16 and over,employed population 16 years and over,housing units,housing tenure owner occupied,housing tenure renter occupied,median number of rooms,median contract rent,median monthly housing costs,no household computer,no household internet access,state_name,county
"Gloucester County, New Jersey",39.8,41.6,138433,2947,11346,13455,17371,17349,10125,18987,5318,8853,15281,12638,4763,55914,101414,53490,5119,10887,26306,5612,114884,42835,60902,2867,8280,124819,38035,61495,12309,12980,2456,1274,31625,19882,7479,1372,1282,32750,24017,9484,1957,287445,265153,22292,81849,101414,6553,0.412,37130,40.6,34.8,234993,148667,113907,81032,20382,6.6,1075,1518,6274,7917,New Jersey,GLOUCESTER
"Hudson County, New Jersey",34.5,36.2,350077,3207,13246,21861,25293,35947,16023,61138,12931,25398,68217,53143,13673,118412,263924,108150,16667,34140,77031,27936,275682,119481,135557,3415,17229,281718,102341,130095,20314,28968,10875,5096,52086,66470,31192,5840,7240,57209,68800,29904,3431,668092,571780,96312,74414,263924,38079,0.5016,42150,41.2,37.8,550007,369645,284124,87480,176444,4.1,1290,1580,17525,26048,New Jersey,HUDSON
"Hunterdon County, New Jersey",44.9,47.9,57908,1280,4516,6187,6541,5931,2950,7371,2342,2329,7656,7165,3640,21318,47733,30797,1248,3094,11017,1577,52250,15311,33078,1362,2499,53512,12383,31842,4290,4997,787,659,8810,12941,6940,1201,334,9645,15332,6816,823,120990,115164,5826,111269,47733,2120,0.4342,55111,42.5,35.8,103883,65089,50454,39678,8055,7.3,1185,2018,2218,3121,New Jersey,HUNTERDON
"Mercer County, New Jersey",37.9,39.6,173349,3146,16653,27868,29776,28534,11286,18798,3578,5263,9243,10228,8976,71449,132980,65866,7882,16059,37411,5762,147460,58403,76102,2541,10414,157690,56909,74089,12463,14229,2186,1917,30739,24523,15102,6773,2145,32549,30311,16251,4248,355087,315214,39873,80632,132980,12178,0.4966,42302,39.3,35.6,300103,186168,145132,83219,49761,5.9,1136,1492,8452,14555,New Jersey,MERCER
"Middlesex County, New Jersey",37.6,39.9,387278,5311,23770,39944,39147,47277,20148,56819,14547,19864,40237,47063,33151,162573,285480,158447,13750,35703,65315,12265,333818,123531,187072,6975,16240,347181,106533,178134,31221,31293,8090,3391,70402,70520,39186,7050,4094,70012,81668,37648,4993,800115,733346,66769,88217,285480,17888,0.4307,39116,41,36.4,670392,414736,302255,179541,105939,5.5,1347,1641,16479,24512,New Jersey,MIDDLESEX
"Monmouth County, New Jersey",42,45,297481,7493,26846,38133,33008,30061,18039,31326,8814,11972,25887,34660,31242,119918,236327,133011,9757,20790,61528,11241,248427,83384,143420,5924,15699,266956,76001,143018,23443,24494,5373,1163,44576,63679,22347,5035,1132,53658,66216,33302,2752,615667,575010,40657,99642,236327,13993,0.4735,51716,41.7,35.8,507630,322545,262157,175902,60425,6.3,1261,1819,14464,18639,New Jersey,MONMOUTH
"Morris County, New Jersey",41.8,44,239566,3748,19586,27416,33016,31069,16617,29098,8920,11244,24950,20721,13181,96704,181738,105519,6845,14928,44245,10201,199262,66263,114925,5070,13004,211685,60845,112656,17434,20750,4316,1826,30239,53661,29045,5633,2017,34891,56593,31870,3018,485909,464053,21856,112288,181738,6666,0.4738,58774,42,35.9,404878,261468,194256,133030,48708,6.6,1456,1995,9557,11332,New Jersey,MORRIS
"Ocean County, New Jersey",39.9,45.3,241847,6365,25614,32322,30355,31398,13680,27910,7360,8519,21018,22642,14664,131321,228622,121643,8549,19948,66111,12371,228208,71264,129276,8541,19127,252411,63012,131454,30366,27579,10200,1590,65021,38598,13585,1157,1027,76520,46267,18792,1055,594629,536380,58249,68551,228622,12692,0.464,36158,41.1,34.5,472770,263534,284918,182981,45641,6,1243,1420,23082,31793,New Jersey,OCEAN
"Passaic County, New Jersey",36.4,38.9,234909,3718,15952,32429,27914,33019,20192,33065,11076,12967,18696,18437,7444,100929,169521,83740,11173,30291,36723,7594,194611,77335,99667,4415,13194,208740,72029,95771,18007,22933,7388,3781,58965,31795,10144,1519,4750,55469,34945,14570,1432,496838,429052,67786,75259,169521,29452,0.4669,33809,40.6,35.1,396210,247660,177277,88450,81071,5.2,1132,1521,12906,23400,New Jersey,PASSAIC
"Salem County, New Jersey",39.1,45.3,26782,893,2223,3246,3188,4435,2317,4639,1051,873,1726,1396,795,12025,23952,11568,1172,3605,6013,1594,24609,8259,13389,821,2140,26749,7086,13440,3002,3221,181,285,8961,3040,668,82,180,9612,4269,1215,36,61071,53981,7090,65733,23952,3364,0.4453,31839,41.1,36.6,50712,28387,27608,16506,7446,6.1,885,1238,1910,2863,New Jersey,SALEM
"Somerset County, New Jersey",40.3,42.7,159164,1822,9875,17491,20721,24558,11068,19304,7879,8067,15867,12445,10067,66756,118729,73243,2987,11905,26405,4189,131835,41940,80182,2649,7064,140530,37506,78311,10447,14266,3362,1310,16060,34285,21219,3749,1362,22466,37069,22877,2968,327508,312425,15083,121378,118729,3952,0.4501,56660,41.9,37.5,266674,172310,127016,91176,27553,6.4,1478,1934,4111,5344,New Jersey,SOMERSET
"Sussex County, New Jersey",43.9,45.8,70747,1796,4852,6153,6723,6804,3842,7841,3169,3391,9206,12645,4325,25008,53749,31024,2404,5006,12438,2877,58697,17985,34778,1726,4208,59903,15403,32620,4252,7628,1863,167,15402,12281,4464,598,258,14337,12920,5183,721,139077,132358,6719,92818,53749,1550,0.4141,45116,41.2,35.6,116864,77486,62472,45399,8350,6.5,1227,1719,2490,2844,New Jersey,SUSSEX
"Union County, New Jersey",37.7,39.5,277751,3478,21390,32489,34463,34346,14777,41278,8573,15880,29093,27815,14169,121074,192021,96345,12270,29146,44946,9314,217339,88174,109388,5723,14054,232367,79944,109153,22715,20555,6898,4228,50809,39021,17281,4455,3381,51687,46832,23638,2836,552604,512120,40484,82186,192021,14954,0.4877,42326,41.5,36.5,441782,296235,202668,110647,81374,5.5,1166,1614,17552,21758,New Jersey,UNION
"Warren County, New Jersey",43,45.9,51915,1470,5817,3720,3554,4338,4390,6851,2838,3739,5742,6498,2958,19700,41742,22210,1845,3116,12241,2330,43520,14554,23739,1451,3776,45878,12880,23654,5032,4312,903,319,12284,7386,2780,463,199,12862,9383,3641,392,104295,97985,6310,77452,41742,2751,0.4312,39310,42.9,35.4,88103,55795,45558,30249,11493,6.3,985,1360,4005,4898,New Jersey,WARREN
"Bernalillo County, New Mexico",36.7,39.2,301007,5505,23308,42917,62923,63806,25774,37889,6372,6924,10831,9833,4925,124709,270655,106272,15972,37485,91336,19590,270786,108987,123007,7287,31505,286065,93372,121730,24991,45972,6934,2938,52796,41352,23830,7176,2717,55460,47507,28245,4374,669362,557188,112174,51208,270655,44505,0.4898,30539,39.1,36.1,548549,317984,295208,165938,104717,5.4,764,932,20407,35693,New Mexico,BERNALILLO
"Chaves County, New Mexico",34.9,38.4,25682,1861,5045,5222,6189,2651,590,2057,12,508,821,155,571,13395,22616,11448,1075,3468,5764,861,25088,8489,12900,1027,2672,26162,8093,12188,2242,3639,1038,478,5314,2205,1250,276,596,5278,2106,764,0,62731,52111,10620,43941,22616,6141,0.428,21204,39.6,36.1,50308,26559,27428,14320,8296,5.5,586,636,3240,5423,New Mexico,CHAVES
"Doña Ana County, New Mexico",32.3,36,84232,2768,9014,12593,23118,9875,5356,11571,591,1993,3024,3370,959,44560,80409,36142,4490,12131,22284,5362,84882,34384,42276,1991,6231,88465,30326,42224,6649,9266,2547,1194,15859,12018,4009,1220,811,15791,12228,6621,753,211752,156951,54801,35262,80409,21211,0.5151,22037,39.6,34.2,170868,88235,89060,48644,31765,5.1,568,656,10197,20489,New Mexico,DONA ANA
"Lea County, New Mexico",31.7,33.4,27772,2408,5377,5213,5621,3047,668,1739,107,169,597,1517,1309,18339,23215,10841,1940,3471,5862,1101,26788,9614,13803,862,2509,25621,7520,12404,2383,3314,1095,489,7142,1425,510,120,282,5792,1216,1025,287,66912,56327,10585,50871,23215,3851,0.4217,23318,49.9,36.3,51076,28838,26765,14969,8246,5.1,737,677,2158,3522,New Mexico,LEA
"McKinley County, New Mexico",30.3,34.4,20513,913,2594,3249,3503,1474,675,3332,402,591,2105,1012,663,15081,21449,7798,1544,5467,5667,973,25903,13724,9794,500,1885,29439,13456,10176,3396,2411,1737,243,8027,1320,452,258,415,7093,1364,1141,317,71818,47805,24013,34080,21449,5698,0.4908,15469,37.9,36,54398,22473,26344,15496,5953,4.6,520,381,7851,10555,New Mexico,MCKINLEY
"Otero County, New Mexico",34.7,37.7,23993,1587,5337,5132,3994,1893,925,1783,279,834,872,681,676,12490,23747,10909,1205,1634,8775,1224,27807,10907,12040,1093,3767,25785,7316,13433,1760,3276,768,302,6725,2974,1174,167,323,6111,2848,1289,224,62765,49309,13456,42591,23747,4417,0.4743,21688,39.6,36.1,53166,23231,31843,15781,7966,5.5,735,697,1907,2998,New Mexico,OTERO
"Sandoval County, New Mexico",40.3,41.5,60151,819,3352,4429,5430,11955,9508,10785,3186,2641,4740,2236,1070,26347,53996,29265,2733,4843,11711,5444,57148,15631,30232,1324,9961,60755,14316,32347,4335,9757,640,519,11384,10287,3062,582,277,14465,10282,3337,596,142955,124117,18838,54338,53996,6633,0.4175,26546,40.5,36.5,116307,62075,57318,37892,16104,6.3,865,1015,5507,5800,New Mexico,SANDOVAL
"San Juan County, New Mexico",35.6,36.4,44414,1575,5206,6475,7758,6556,2341,5650,1201,1854,2987,1868,943,24133,43707,19252,3258,7038,12119,2040,47909,19561,21703,1914,4731,49848,17468,21681,4421,6278,2265,460,12078,2458,1348,831,426,10056,5112,2678,87,122966,92944,30022,44841,43707,7999,0.4615,22067,42.3,37.2,96348,47046,51273,31302,12405,5.2,707,680,6711,10067,New Mexico,SAN JUAN
"Santa Fe County, New Mexico",46.1,48.9,62529,987,7262,8574,11338,11737,3957,8773,1106,1602,3568,2762,863,22543,62707,26468,2999,7021,21714,4505,61573,21247,30433,1306,8587,66454,19547,29792,4740,12375,1564,863,13200,9485,4839,2793,488,14667,11778,9201,1973,147907,130960,16947,60193,62707,7418,0.4875,37821,39.5,35.2,126083,69945,73463,44632,18075,5,928,1013,7588,9887,New Mexico,SANTA FE
"Valencia County, New Mexico",38.1,41,27188,537,1851,2783,4400,1207,2122,3761,2101,1635,4289,2185,317,22543,28379,12951,1458,3785,8631,1554,30887,10200,15225,771,4691,30592,9134,14138,2639,4681,1571,296,7900,2792,1696,103,423,8301,3062,3637,2,74664,62886,11778,46493,28379,5268,0.4587,23133,39.6,36.1,60710,28914,31409,22748,5631,5.8,603,725,3376,6801,New Mexico,VALENCIA
"Albany County, New York",36.5,39.2,150584,4026,14714,24911,30172,29012,13232,18356,2455,3526,5413,3293,1474,51387,126578,49593,5439,17300,44408,9838,125520,55105,56953,2829,10633,135615,52575,56176,11730,15134,2674,1777,21232,20761,13048,2606,698,27227,20333,17591,3029,291334,258756,32578,64435,126578,14779,0.4597,36931,39.8,35.4,258349,158461,142306,71321,55257,5.4,879,1094,11830,14140,New York,ALBANY
"Bronx County, New York",32.3,36.4,560099,6839,15975,23298,36428,40990,20393,78307,14295,39475,84608,146393,53098,293447,507370,135636,40022,147556,160712,23444,522612,266053,202646,12485,41428,611725,284824,209991,51819,65091,20945,16738,131387,53635,19801,2967,21404,127079,71696,32576,2821,1397994,1014508,383486,38467,507370,191411,0.5202,21712,38.7,35,1115777,599204,532509,93671,413699,3.9,1088,1213,57386,92570,New York,BRONX
"Broome County, New York",39.1,41.2,82850,3084,13013,17338,18328,13838,3905,5642,816,890,2003,2237,1756,32326,75539,31773,3409,9579,25395,5383,77886,32773,36327,1655,7131,83308,28520,36715,8897,9176,2064,896,20144,10646,4734,969,1070,22423,9629,7078,842,182604,149899,32705,51125,75539,13081,0.4779,28097,38.1,33.7,159298,87171,91258,48458,27081,5.8,656,817,6780,8744,New York,BROOME
"Cattaraugus County, New York",40.7,44.1,32364,3090,6943,6497,3408,3402,1497,2232,471,759,1697,1894,474,14508,32079,14886,1470,4811,8820,2092,31105,10497,16137,1145,3326,32207,8894,16617,3108,3588,538,360,11091,2374,1300,247,206,9861,2783,2840,86,74631,61464,13167,48179,32079,5223,0.422,25133,40.7,35.1,62371,34287,41648,22926,9153,5.8,518,701,5280,6877,New York,CATTARAUGUS
"Cayuga County, New York",40.7,44.7,32439,2832,4828,4806,5452,3326,1422,3675,794,1499,2269,1074,462,13123,30083,13292,1688,3420,9130,2553,33239,12704,16511,828,3196,31449,8396,15181,3775,4097,1099,111,11406,3249,1429,99,157,8377,3960,2778,160,72303,63123,9180,52376,30083,4327,0.4402,29116,41.4,34.5,63827,34211,37162,21114,8969,6.1,639,791,3277,5026,New York,CAYUGA
"Chautauqua County, New York",41.2,44.2,54292,3435,11264,12401,9086,4847,2459,5017,995,919,2307,992,570,23366,53429,23462,2109,6260,18225,3373,52820,20186,25289,1533,5812,54025,15302,25264,6688,6771,879,500,16718,4592,2515,963,422,15800,6227,4063,486,122676,99548,23128,45479,53429,11524,0.4595,25964,41.6,35.2,105623,57791,67661,37160,16269,5.9,541,666,6978,9374,New York,CHAUTAUQUA
"Chemung County, New York",39.3,46.2,35849,1142,5132,8458,6713,6216,1950,2643,296,333,1293,838,835,15460,34325,14678,1785,4374,11196,2292,32970,11337,16042,1155,4436,36487,10506,17511,4261,4209,879,117,11655,3674,1119,334,520,10528,3311,2728,119,79831,69918,9913,53005,34325,5741,0.4859,30185,40,36.1,68809,37484,38924,22827,11498,5.7,655,797,3869,4851,New York,CHEMUNG
"Clinton County, New York",37.2,41.7,33363,2777,4079,5864,6664,4004,1968,4003,661,611,1289,990,453,12855,31392,16101,1751,2706,8585,2249,36389,14303,17609,1747,2730,32728,8626,17843,3255,3004,419,321,11629,4007,1604,390,41,8047,2997,4539,98,72955,63847,9108,56704,31392,5590,0.4097,27980,39.3,36.3,67958,34663,36732,21472,9920,5.7,713,885,2552,3271,New York,CLINTON
"Dutchess County, New York",40.9,44.1,132430,4136,10675,14873,18272,15485,7217,15803,3449,5908,12450,12564,11598,48755,108071,54401,4784,12450,30106,6330,123475,45455,63974,3654,10392,125918,39897,60294,11174,14553,3104,1297,28688,19635,11277,1760,1405,24757,20440,16556,1547,278143,252923,25220,80227,108071,9303,0.4494,38897,40.4,35.4,245515,143973,121187,73717,34354,5.8,1042,1414,6793,9687,New York,DUTCHESS
"Erie County, New York",38.6,42,424242,12261,45621,69605,79290,75652,36000,54148,10092,11969,16091,9481,4032,167569,390341,164658,17149,48595,132519,27420,367271,142527,184154,9823,30767,399770,135584,176036,42329,45821,9731,4115,84807,63429,29306,5884,4189,88832,66328,46091,5471,892360,769422,122938,56369,390341,60760,0.4601,32795,39.6,35.2,757371,450994,429704,251132,139209,5.8,712,884,40477,48641,New York,ERIE
"Jefferson County, New York",31.4,35.5,47992,2653,7644,8003,9756,6466,3513,4939,953,927,1525,799,814,24573,44657,21749,1801,4443,13400,3264,46813,18150,24307,993,3363,41865,9642,23979,2842,5402,1679,286,12594,5185,1986,166,519,11156,4395,3389,125,105475,93057,12418,53146,44657,6507,0.4226,26769,45.9,35.8,87104,42968,60041,24413,20244,5.5,824,912,3872,5378,New York,JEFFERSON
"Kings County, New York",34.1,36.7,1153740,10356,27329,46468,65387,74259,37377,189769,47244,96624,230140,243570,85217,504776,969317,370717,50902,169843,283076,94779,966667,429199,466943,18715,51810,1114338,464107,462379,94956,92896,30631,22455,220239,191200,79607,10930,26032,240691,224454,126494,11001,2557510,2071817,485693,61220,969317,225626,0.5237,34709,40.2,37,2050989,1237382,1053667,296235,673082,4,1331,1493,106328,144016,New York,KINGS
"Livingston County, New York",41.4,43.2,25714,1998,3788,2454,2867,3102,1845,3692,1531,869,1934,1237,397,10286,23746,11989,838,2306,6574,2039,27306,9992,13981,692,2641,26930,8399,13312,2333,2886,706,179,8059,2960,2235,359,48,5914,2953,2426,144,56798,49430,7368,61609,23746,2397,0.4185,28134,40.8,33.9,53188,27734,27616,17583,6163,6.1,647,910,1886,2303,New York,LIVINGSTON
"Madison County, New York",41.3,43.4,31006,1442,3868,4144,4303,3880,2673,4546,1105,2099,1696,972,278,12462,26127,14044,1049,2497,6840,1697,29358,11494,14363,670,2831,30678,9474,15227,3027,2950,1144,179,8326,3350,1482,229,129,6367,3076,3785,138,65324,59410,5914,59678,26127,2250,0.4088,28421,41,35.8,59098,34514,32391,20311,5816,6.2,623,870,2525,2819,New York,MADISON
"Monroe County, New York",37.6,40.7,338433,8846,36684,57888,69565,70330,30656,32231,6575,5506,8419,6870,4863,136760,301668,127736,12858,40144,95205,25725,293417,118920,140302,8967,25228,322136,113721,143484,28362,36569,7455,4004,56592,56819,28710,4931,4780,60613,54879,42159,4293,716791,611565,105226,60222,301668,45351,0.4588,32970,39.4,35.3,605945,362210,329236,195347,106321,5.9,803,1001,25898,31839,New York,MONROE
"Nassau County, New York",40,43.2,653258,10299,37913,60154,68303,74798,32215,95559,17343,35248,60948,101764,58714,255337,447123,269549,19411,51873,89181,17109,539579,187105,308022,15099,29353,580677,172314,306339,51375,50649,13500,6211,98641,120937,52222,6516,7685,118494,117977,85884,6787,1339196,1264773,74423,116304,447123,20601,0.4525,50397,41.2,36.1,1102592,694792,473454,356619,90504,6.6,1686,2272,25253,33026,New York,NASSAU
"New York County, New York",36.9,38.3,819564,9079,29909,52827,72220,120427,71008,165444,41164,63463,103362,65987,24674,203092,752258,214547,23383,81902,345015,87411,669701,342381,274137,12982,40201,759556,365535,265133,52013,76875,16839,8602,80619,186278,100757,23690,14652,82682,215291,125256,24853,1582510,1337023,245487,85066,752258,98631,0.5948,74911,44.1,39.7,1418001,901880,886282,180208,572050,3.3,1673,1775,56397,73735,New York,NEW YORK
"Niagara County, New York",42.5,44.8,95880,2864,10116,14892,13986,13833,7535,13893,4732,3717,6860,2023,1429,37764,89765,39623,5047,10465,28681,5949,85544,30064,43460,3226,8794,90578,26444,43118,9338,11678,2237,1114,23278,10188,5721,855,533,25346,10529,7954,743,207113,179970,27143,55306,89765,12071,0.4724,32240,38.8,35.8,174363,100521,100617,62228,27537,5.9,578,772,10409,13436,New York,NIAGARA
"Oneida County, New York",39.1,42.6,95951,3308,15145,19056,16177,17364,5208,6424,2466,2235,3928,3356,1284,43911,88871,40722,4734,10970,26785,5660,93307,37878,45044,2440,7945,95380,27303,47425,9733,10919,3515,1691,26896,12486,5174,1272,908,25606,10115,9585,585,217729,186164,31565,54593,88871,14570,0.4504,27883,39.8,35,185887,101457,105447,58942,29929,5.8,622,826,9525,11271,New York,ONEIDA
"Onondaga County, New York",38.1,40.6,205024,5638,21056,33694,51759,45975,13861,15559,2905,3482,5127,4248,1720,88633,185046,84660,7166,23350,55116,14754,181466,69398,91578,6026,14464,199673,63673,93372,19378,23250,5768,1709,42099,30293,14658,2908,2065,39960,29646,23268,1930,443189,381593,61596,59883,185046,26970,0.468,33325,39.7,35.7,375891,218130,209344,120620,64426,6,763,950,21553,24521,New York,ONONDAGA
"Ontario County, New York",41.9,45.7,50643,1357,7835,7263,5000,6512,5315,6605,1704,2301,4472,1294,985,20881,44079,21543,1640,4045,13657,3194,44489,14678,22952,1814,5045,47379,12724,24140,4499,6016,957,284,9337,7745,4422,646,699,9449,8301,5952,716,106661,98175,8486,62522,44079,4091,0.4592,36344,40.1,35.8,89843,55001,51224,32069,12010,6.1,780,1001,3387,4318,New York,ONTARIO
"Orange County, New York",35,38.6,169238,4699,15695,24698,23330,16140,8794,18953,3955,4576,17418,14712,16268,85271,128259,68528,6332,16128,31491,5780,150612,60374,77350,2669,10219,151627,47581,76459,13235,14352,5887,2060,36343,21214,9338,1219,1293,34941,22965,15807,1033,370730,328493,42237,75825,128259,14478,0.4547,34279,41,34.7,295914,180770,144234,86175,42084,6,1098,1566,12041,15015,New York,ORANGE
"Oswego County, New York",38.5,41.2,52410,2123,7285,6186,7062,5808,4246,7523,2393,3014,4851,1200,719,21563,46270,21830,2835,4881,13001,3723,49371,18619,23767,2087,4898,48786,15055,24546,3726,5459,1291,511,14608,4978,1968,433,541,14248,4396,3493,109,112985,94265,18720,54264,46270,8420,0.4562,29304,40.1,35.2,97154,54884,54624,34397,11873,5.9,630,851,4880,5143,New York,OSWEGO
"Putnam County, New York",42.4,45.5,47469,1126,3360,4073,5200,3006,2014,5083,2461,3021,6995,6260,4870,18162,35425,21089,2465,3720,6370,1781,41517,13499,23604,1209,3205,42233,11361,23330,2884,4658,1010,219,9008,8742,3962,266,460,9074,7442,6291,727,97616,91408,6208,102525,35425,2060,0.4188,46846,40.9,34.9,82364,51154,38679,30027,5398,6.2,1229,1909,1908,2557,New York,PUTNAM
"Queens County, New York",37.8,40.6,1072752,7532,23246,49054,62926,86909,34146,165256,31785,77006,181737,246368,106787,373671,788110,367777,47000,124965,192927,55441,907135,356046,479103,19826,52160,984546,335967,471676,89350,87553,23452,24241,218058,162097,61535,9448,31164,225225,183891,91763,7595,2250553,1992332,258221,69320,788110,108535,0.4495,31866,40.1,36.6,1869987,1139938,865809,356970,431140,4.3,1482,1569,60336,92778,New York,QUEENS
"Rensselaer County, New York",37.8,40.5,73758,2413,6296,7202,14942,15503,7039,9751,1767,1858,4219,1863,905,28762,64614,28900,2671,8508,17767,6768,65680,26378,31979,2338,4985,68178,23515,31787,5792,7084,1419,336,15607,10200,4447,608,362,17646,11198,6753,236,153954,136769,17185,71648,64614,7274,0.4072,34381,39.4,35.8,132146,78874,73266,40857,23757,5.8,844,1106,4553,5500,New York,RENSSELAER
"Richmond County, New York",38.8,41.6,205750,1376,8027,14412,15790,19845,9604,21690,2941,11669,21116,45973,33307,88265,167441,89163,7950,21329,43130,5869,186900,66275,103788,4688,12149,203642,62251,102960,19645,18786,5297,2746,51003,35323,11622,1332,3077,51645,34557,21135,1361,469457,415716,53741,82166,167441,21633,0.441,35966,40.3,35.7,384432,215330,181186,115872,51569,5.6,1153,1590,13749,21459,New York,RICHMOND
"Rockland County, New York",33.9,37.9,134106,3882,13235,15950,20074,16716,5725,12478,3508,5305,10001,16223,11009,83947,99502,62601,2794,9388,20773,3946,121447,41853,71105,3300,5189,127709,37098,69916,9129,11566,5812,2181,21054,23137,10836,2090,1589,26709,24069,19121,753,321255,274204,47051,89812,99502,13435,0.4692,37371,40.6,33.9,243733,145105,106723,68477,31025,6.5,1307,1930,11025,12875,New York,ROCKLAND
"St. Lawrence County, New York",38.2,41.9,43731,3336,9387,7022,4544,5731,2557,3440,1429,1470,2482,1531,802,18351,41680,19167,1608,5204,13246,2455,46398,19123,21701,1052,4522,43903,13839,21008,5107,3949,1682,650,15079,3958,2326,817,335,12793,3996,4172,458,96405,82697,13708,49681,41680,6853,0.443,25682,38.6,35,89174,45917,53374,29841,11839,5.8,585,727,5648,6647,New York,ST LAWRENCE
